formatted_text
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Personal Care item. Type: Compact, Color: Skin, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: Purple, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Navy Blue, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Ties, Color: Lavender, Usage: Formal."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Boxers, Color: White, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Casual."
"A Women Apparel item. Type: Shorts, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Silver, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Grey, Usage: Sports."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Formal."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Cufflinks, Color: Steel, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: White, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Sports."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Laptop Bag, Color: White, Usage: Casual."
"A Men Accessories item. Type: Ties, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Gold, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Skirts, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Salwar, Color: Multi, Usage: Ethnic."
"A Men Apparel item. Type: Briefs, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: White, Usage: Sports."
"A Men Apparel item. Type: Shorts, Color: White, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Girls Footwear item. Type: Sandals, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Grey, Usage: Formal."
"A Women Footwear item. Type: Flip Flops, Color: Purple, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Unisex Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Belts, Color: Beige, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Peach, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Pink, Usage: Ethnic."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Boys Apparel item. Type: Tshirts, Color: Multi, Usage: Casual."
"A Women Apparel item. Type: Jackets, Color: Black, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Leggings, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Pendant, Color: Silver, Usage: Casual."
"A Girls Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Girls Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Cream, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Night suits, Color: White, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Gold, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Olive, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Beige, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Sports."
"A Men Footwear item. Type: Flip Flops, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Pink, Usage: Ethnic."
"A Women Apparel item. Type: Shorts, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Grey, Usage: Sports."
"A Unisex Accessories item. Type: Socks, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Sweaters, Color: Grey, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Cream, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Unisex Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Men Accessories item. Type: Cufflinks, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Maroon, Usage: Ethnic."
"A Unisex Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Olive, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Copper, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Grey, Usage: Sports."
"A Women Apparel item. Type: Jeggings, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Orange, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Kajal and Eyeliner, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Brown, Usage: Casual."
"A Girls Apparel item. Type: Dresses, Color: White, Usage: Casual."
"A Men Accessories item. Type: Laptop Bag, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Green, Usage: Ethnic."
"A Men Apparel item. Type: Trousers, Color: Olive, Usage: Casual."
"A Men Apparel item. Type: Lounge Pants, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Grey, Usage: Formal."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Women Footwear item. Type: Heels, Color: Bronze, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Women Personal Care item. Type: Face Moisturisers, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Grey, Usage: Formal."
"A Unisex Accessories item. Type: Caps, Color: White, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Dupatta, Color: Beige, Usage: Ethnic."
"A Women Apparel item. Type: Bra, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Sports."
"A Men Apparel item. Type: Briefs, Color: Grey Melange, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Black, Usage: Casual."
"A Girls Apparel item. Type: Dresses, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Messenger Bag, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Cream, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Jeggings, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Track Pants, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Kurtas, Color: Mustard, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Olive, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Lounge Pants, Color: Navy Blue, Usage: Sports."
"A Women Apparel item. Type: Kurtis, Color: Orange, Usage: Ethnic."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Laptop Bag, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: White, Usage: Ethnic."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Women Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Purple, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Blue, Usage: Casual."
"A Unisex Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Accessories item. Type: Accessory Gift Set, Color: Black, Usage: Formal."
"A Women Apparel item. Type: Sarees, Color: Green, Usage: Ethnic."
"A Men Accessories item. Type: Socks, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Khaki, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Navy Blue, Usage: Ethnic."
"A Women Apparel item. Type: Sweaters, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Maroon, Usage: Ethnic."
"A Women Personal Care item. Type: Body Lotion, Color: Cream, Usage: nan."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Unisex Accessories item. Type: Socks, Color: White, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Green, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Multi, Usage: Ethnic."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Accessory Gift Set, Color: Maroon, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Pink, Usage: Sports."
"A Women Accessories item. Type: Clutches, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Mobile Pouch, Color: Teal, Usage: Casual."
"A Women Apparel item. Type: Churidar, Color: Green, Usage: Ethnic."
"A Men Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Kurtas, Color: Teal, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Grey, Usage: Sports."
"A Women Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Jackets, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Grey, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Women Apparel item. Type: Shorts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Multi, Usage: Ethnic."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Girls Accessories item. Type: Gloves, Color: Green, Usage: Casual."
"A Women Personal Care item. Type: Lip Gloss, Color: Brown, Usage: nan."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Pink, Usage: Casual."
"A Unisex Accessories item. Type: Travel Accessory, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Formal."
"A Women Accessories item. Type: Duffel Bag, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Pink, Usage: Casual."
"A Girls Apparel item. Type: Tops, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Orange, Usage: Casual."
"A Women Personal Care item. Type: Lip Gloss, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Multi, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Women Accessories item. Type: Watches, Color: Steel, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: White, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Charcoal, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Women Apparel item. Type: Kurtas, Color: Orange, Usage: Ethnic."
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Unisex Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Trousers, Color: Pink, Usage: Ethnic."
"A Women Accessories item. Type: Pendant, Color: Silver, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: Cream, Usage: Casual."
"A Unisex Footwear item. Type: Sandals, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Patiala, Color: Pink, Usage: Ethnic."
"A Men Accessories item. Type: Watches, Color: Steel, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Accessories item. Type: Water Bottle, Color: Black, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Formal."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Formal."
"A Men Accessories item. Type: Ties, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Sports."
"A Men Accessories item. Type: Socks, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Women Footwear item. Type: Sports Sandals, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Men Footwear item. Type: Flip Flops, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Beige, Usage: Casual."
"A Women Personal Care item. Type: Mask and Peel, Color: Lavender, Usage: Casual."
"A Women Personal Care item. Type: Kajal and Eyeliner, Color: Lavender, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Multi, Usage: Ethnic."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Steel, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Brown, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Sweaters, Color: Grey, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Yellow, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Pink, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Apparel item. Type: Kurta Sets, Color: White, Usage: Ethnic."
"A Women Accessories item. Type: Wallets, Color: Orange, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Green, Usage: Formal."
"A Women Apparel item. Type: Tops, Color: Beige, Usage: Casual."
"A Boys Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Girls Apparel item. Type: Dresses, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtis, Color: Yellow, Usage: Ethnic."
"A Men Accessories item. Type: Socks, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Yellow, Usage: Casual."
"A Women Accessories item. Type: Bracelet, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Skin, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Red, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Yellow, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Men Apparel item. Type: Track Pants, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Kurtas, Color: Beige, Usage: Ethnic."
"A Women Apparel item. Type: Tops, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Clutches, Color: Gold, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Women Personal Care item. Type: Lipstick, Color: Maroon, Usage: Casual."
"A Women Apparel item. Type: Kurtis, Color: Brown, Usage: Ethnic."
"A Men Accessories item. Type: Watches, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Navy Blue, Usage: Sports."
"A Boys Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Multi, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Hat, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Brown, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
